100,0.015539,0.128708
150,0.0348064,0.19393
200,0.0719482,0.222382
250,0.134186,0.232886
300,0.230904,0.233863
350,0.366116,0.234215
400,0.55046,0.232533
450,0.776401,0.234737
500,1.15522,0.216409
550,1.47554,0.22551
600,2.05937,0.209773
650,2.51111,0.218728
700,3.32283,0.20645
750,4.07431,0.20709
800,5.22166,0.196106
850,5.96972,0.205747
900,8.0515,0.181084
950,8.77074,0.195508
1000,12.965,0.154261
