0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,25,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,6.25,31.25,100
0,0,0,0,0,0,0,6.25,37.5,100
0,0,0,0,0,0,0,6.25,37.5,100
0,0,0,0,0,0,0,6.25,37.5,100
0,0,0,0,0,0,0,6.25,37.5,100
0,0,0,0,0,0,0,6.25,37.5,100
0,0,0,0,0,0,0,6.25,37.5,100
0,0,0,0,0,0,0,6.25,31.25,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,1.5625,9.375,35.9375,100
0,0,0,0,0,0,1.5625,12.5,43.75,100
0,0,0,0,0,0,1.5625,12.5,45.3125,100
0,0,0,0,0,0,1.5625,12.5,45.3125,100
0,0,0,0,0,0,1.5625,12.5,45.3125,100
0,0,0,0,0,0,1.5625,12.5,45.3125,100
0,0,0,0,0,0,1.5625,12.5,43.75,100
0,0,0,0,0,0,1.5625,9.375,35.9375,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0.390625,2.73437,12.5,38.2812,100
0,0,0,0,0,0.390625,3.90625,16.7969,48.4375,100
0,0,0,0,0,0.390625,3.90625,17.9687,50.3906,100
0,0,0,0,0,0.390625,3.90625,17.9687,50.7812,100
0,0,0,0,0,0.390625,3.90625,17.9687,50.7812,100
0,0,0,0,0,0.390625,3.90625,17.9687,50.3906,100
0,0,0,0,0,0.390625,3.90625,16.7969,48.4375,100
0,0,0,0,0,0.390625,2.73437,12.5,38.2812,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0.0976562,0.78125,4.19922,14.4531,40.2344,100
0,0,0,0,0.0976562,1.17187,5.95703,20.7031,51.3672,100
0,0,0,0,0.0976562,1.17187,6.54297,22.2656,54.2969,100
0,0,0,0,0.0976562,1.17187,6.54297,22.6562,54.7852,100
0,0,0,0,0.0976562,1.17187,6.54297,22.6562,54.7852,100
0,0,0,0,0.0976562,1.17187,6.54297,22.2656,54.2969,100
0,0,0,0,0.0976562,1.17187,5.95703,20.7031,51.3672,100
0,0,0,0,0.0976562,0.78125,4.19922,14.4531,40.2344,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0.0244141,0.219727,1.36719,5.29785,16.2842,41.4551,100
0,0,0,0.0244141,0.341797,2.00195,8.1543,23.5107,53.8086,100
0,0,0,0.0244141,0.341797,2.24609,8.98437,26.0498,57.1045,100
0,0,0,0.0244141,0.341797,2.24609,9.22852,26.5625,57.9346,100
0,0,0,0.0244141,0.341797,2.24609,9.22852,26.5625,57.9346,100
0,0,0,0.0244141,0.341797,2.24609,8.98437,26.0498,57.1045,100
0,0,0,0.0244141,0.341797,2.00195,8.1543,23.5107,53.8086,100
0,0,0,0.0244141,0.219727,1.36719,5.29785,16.2842,41.4551,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0,0.00610352,0.0610352,0.43335,1.87988,6.45142,17.5659,42.5232,100
0,0,0.00610352,0.0976562,0.646973,3.02734,9.94873,26.0742,55.5176,100
0,0,0.00610352,0.0976562,0.738525,3.39355,11.4197,29.0405,59.4482,100
0,0,0.00610352,0.0976562,0.738525,3.51562,11.7554,29.9438,60.4004,100
0,0,0.00610352,0.0976562,0.738525,3.51562,11.7554,29.9438,60.4004,100
0,0,0.00610352,0.0976562,0.738525,3.39355,11.4197,29.0405,59.4482,100
0,0,0.00610352,0.0976562,0.646973,3.02734,9.94873,26.0742,55.5176,100
0,0,0.00610352,0.0610352,0.43335,1.87988,6.45142,17.5659,42.5232,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.00152588,0.0167847,0.134277,0.646973,2.47803,7.34863,18.7622,43.2709,100
0,0.00152588,0.0274658,0.202942,1.07422,3.96729,11.7432,28.0182,57.0114,100
0,0.00152588,0.0274658,0.234985,1.21918,4.67529,13.5345,31.7215,61.2396,100
0,0.00152588,0.0274658,0.234985,1.27258,4.85077,14.1586,32.785,62.4481,100
0,0.00152588,0.0274658,0.234985,1.27258,4.85077,14.1586,32.785,62.4481,100
0,0.00152588,0.0274658,0.234985,1.21918,4.67529,13.5345,31.7215,61.2396,100
0,0.00152588,0.0274658,0.202942,1.07422,3.96729,11.7432,28.0182,57.0114,100
0,0.00152588,0.0167847,0.134277,0.646973,2.47803,7.34863,18.7622,43.2709,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.00457764,0.0408173,0.216675,0.921631,2.99072,8.24585,19.6594,43.9434,100
0,0.00762939,0.0621796,0.367737,1.50909,4.99268,13.2172,29.8096,58.1322,100
0,0.00762939,0.0728607,0.421143,1.81427,5.89294,15.5746,33.8943,62.7953,100
0,0.00762939,0.0728607,0.442505,1.89438,6.23932,16.3322,35.2783,64.1182,100
0,0.00762939,0.0728607,0.442505,1.89438,6.23932,16.3322,35.2783,64.1182,100
0,0.00762939,0.0728607,0.421143,1.81427,5.89294,15.5746,33.8943,62.7953,100
0,0.00762939,0.0621796,0.367737,1.50909,4.99268,13.2172,29.8096,58.1322,100
0,0.00457764,0.0408173,0.216675,0.921631,2.99072,8.24585,19.6594,43.9434,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.0121117,0.070858,0.332546,1.17912,3.54004,8.96683,20.4997,44.4479,100
0,0.0185966,0.122261,0.552273,2.02408,5.90248,14.6557,31.2258,59.1371,100
0,0.0220299,0.140953,0.674343,2.42939,7.15523,17.3342,35.8644,64.0362,100
0,0.0220299,0.148964,0.707722,2.59762,7.58972,18.3561,37.4058,65.5479,100
0,0.0220299,0.148964,0.707722,2.59762,7.58972,18.3561,37.4058,65.5479,100
0,0.0220299,0.140953,0.674343,2.42939,7.15523,17.3342,35.8644,64.0362,100
0,0.0185966,0.122261,0.552273,2.02408,5.90248,14.6557,31.2258,59.1371,100
0,0.0121117,0.070858,0.332546,1.17912,3.54004,8.96683,20.4997,44.4479,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.0223637,0.11673,0.450563,1.47417,4.01211,9.67386,21.1601,44.9092,100
0,0.0391006,0.19567,0.788307,2.51582,6.84376,15.8573,32.5392,59.9275,100
0,0.0453949,0.241899,0.957584,3.11282,8.31394,19.0079,37.5005,65.1374,100
0,0.0482559,0.254917,1.03216,3.33111,8.92467,20.1715,39.2936,66.7475,100
0,0.0482559,0.254917,1.03216,3.33111,8.92467,20.1715,39.2936,66.7475,100
0,0.0453949,0.241899,0.957584,3.11282,8.31394,19.0079,37.5005,65.1374,100
0,0.0391006,0.19567,0.788307,2.51582,6.84376,15.8573,32.5392,59.9275,100
0,0.0223637,0.11673,0.450563,1.47417,4.01211,9.67386,21.1601,44.9092,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.0389576,0.167149,0.594801,1.74462,4.49795,10.2574,21.7806,45.2719,100
0,0.0658572,0.296509,1.02991,3.05476,7.6748,17.0162,33.6113,60.6464,100
0,0.082314,0.363392,1.2938,3.77961,9.47228,20.4608,38.9945,66.0439,100
0,0.087142,0.394309,1.39394,4.10019,10.1853,21.8494,40.9282,67.7946,100
0,0.087142,0.394309,1.39394,4.10019,10.1853,21.8494,40.9282,67.7946,100
0,0.082314,0.363392,1.2938,3.77961,9.47228,20.4608,38.9945,66.0439,100
0,0.0658572,0.296509,1.02991,3.05476,7.6748,17.0162,33.6113,60.6464,100
0,0.0389576,0.167149,0.594801,1.74462,4.49795,10.2574,21.7806,45.2719,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.0582516,0.232567,0.73542,2.03688,4.9192,10.8237,22.2852,45.6068,100
0,0.104445,0.406577,1.30997,3.55724,8.51029,18.0011,34.6094,61.2318,100
0,0.129098,0.516732,1.64171,4.48026,10.5251,21.8331,40.2611,66.8589,100
0,0.140941,0.559697,1.79556,4.86476,11.4018,23.3559,42.3917,68.6917,100
0,0.140941,0.559697,1.79556,4.86476,11.4018,23.3559,42.3917,68.6917,100
0,0.129098,0.516732,1.64171,4.48026,10.5251,21.8331,40.2611,66.8589,100
0,0.104445,0.406577,1.30997,3.55724,8.51029,18.0011,34.6094,61.2318,100
0,0.0582516,0.232567,0.73542,2.03688,4.9192,10.8237,22.2852,45.6068,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.084253,0.300062,0.894853,2.30296,5.34271,11.3014,22.76,45.8792,100
0,0.148482,0.540928,1.58524,4.08435,9.25066,18.9441,35.4448,61.7688,100
0,0.19053,0.684271,2.02563,5.14721,11.5564,23.0358,41.4233,67.5461,100
0,0.207434,0.753232,2.21543,5.63559,12.5369,24.7456,43.6751,69.4856,100
0,0.207434,0.753232,2.21543,5.63559,12.5369,24.7456,43.6751,69.4856,100
0,0.19053,0.684271,2.02563,5.14721,11.5564,23.0358,41.4233,67.5461,100
0,0.148482,0.540928,1.58524,4.08435,9.25066,18.9441,35.4448,61.7688,100
0,0.084253,0.300062,0.894853,2.30296,5.34271,11.3014,22.76,45.8792,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.112136,0.380008,1.04707,2.58048,5.71375,11.7617,23.1563,46.1322,100
0,0.203928,0.679513,1.88644,4.57152,9.98188,19.7581,36.224,62.2175,100
0,0.260047,0.87758,2.40804,5.82548,12.4926,24.1673,42.4254,68.1694,100
0,0.287799,0.965093,2.65747,6.38378,13.6186,25.9984,44.8324,70.1767,100
0,0.287799,0.965093,2.65747,6.38378,13.6186,25.9984,44.8324,70.1767,100
0,0.260047,0.87758,2.40804,5.82548,12.4926,24.1673,42.4254,68.1694,100
0,0.203928,0.679513,1.88644,4.57152,9.98188,19.7581,36.224,62.2175,100
0,0.112136,0.380008,1.04707,2.58048,5.71375,11.7617,23.1563,46.1322,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.145984,0.459679,1.21173,2.83308,6.08102,12.1571,23.5295,46.3435,100
0,0.262924,0.836989,2.17653,5.06857,10.634,20.5337,36.8894,62.6314,100
0,0.342327,1.07817,2.81174,6.464,13.3983,25.1686,43.3483,68.7049,100
0,0.378235,1.19699,3.1036,7.12134,14.6234,27.1542,45.8582,70.7946,100
0,0.378235,1.19699,3.1036,7.12134,14.6234,27.1542,45.8582,70.7946,100
0,0.342327,1.07817,2.81174,6.464,13.3983,25.1686,43.3483,68.7049,100
0,0.262924,0.836989,2.17653,5.06857,10.634,20.5337,36.8894,62.6314,100
0,0.145984,0.459679,1.21173,2.83308,6.08102,12.1571,23.5295,46.3435,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.180651,0.548676,1.36732,3.09033,6.40604,12.5361,23.8475,46.5402,100
0,0.331325,0.994327,2.48226,5.52691,11.2704,21.2123,37.5107,62.9844,100
0,0.429833,1.29701,3.20557,7.1,14.2225,26.1086,44.1553,69.1936,100
0,0.479387,1.43925,3.55842,7.82807,15.5743,28.2011,46.7888,71.3394,100
0,0.479387,1.43925,3.55842,7.82807,15.5743,28.2011,46.7888,71.3394,100
0,0.429833,1.29701,3.20557,7.1,14.2225,26.1086,44.1553,69.1936,100
0,0.331325,0.994327,2.48226,5.52691,11.2704,21.2123,37.5107,62.9844,100
0,0.180651,0.548676,1.36732,3.09033,6.40604,12.5361,23.8475,46.5402,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.22,0.635575,1.53032,3.32507,6.7242,12.8664,24.1468,46.708,100
0,0.401203,1.16482,2.77353,5.98575,11.8419,21.8565,38.0499,63.3111,100
0,0.526931,1.51725,3.60942,7.69576,15.0133,26.9478,44.9004,69.6198,100
0,0.587117,1.69352,4.00783,8.5152,16.4565,29.1682,47.6212,71.8305,100
0,0.587117,1.69352,4.00783,8.5152,16.4565,29.1682,47.6212,71.8305,100
0,0.526931,1.51725,3.60942,7.69576,15.0133,26.9478,44.9004,69.6198,100
0,0.401203,1.16482,2.77353,5.98575,11.8419,21.8565,38.0499,63.3111,100
0,0.22,0.635575,1.53032,3.32507,6.7242,12.8664,24.1468,46.708,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.259194,0.728783,1.68354,3.56007,7.00836,13.1819,24.4061,46.8645,100
0,0.477937,1.33189,3.07258,6.40907,12.3949,22.4265,38.5537,63.5944,100
0,0.626391,1.74867,3.99859,8.28093,15.7355,27.7346,45.5597,70.0105,100
0,0.701891,1.95143,4.45649,9.16882,17.2883,30.0484,48.3801,72.2679,100
0,0.701891,1.95143,4.45649,9.16882,17.2883,30.0484,48.3801,72.2679,100
0,0.626391,1.74867,3.99859,8.28093,15.7355,27.7346,45.5597,70.0105,100
0,0.477937,1.33189,3.07258,6.40907,12.3949,22.4265,38.5537,63.5944,100
0,0.259194,0.728783,1.68354,3.56007,7.00836,13.1819,24.4061,46.8645,100
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,0.30168,0.818657,1.84036,3.77524,7.28421,13.4602,24.65,47.0001,100
0,0.554369,1.50699,3.35577,6.82713,12.8949,22.9663,38.9967,63.8572,100
0,0.732125,1.97707,4.38967,8.82799,16.4247,28.4425,46.1697,70.3555,100
0,0.819927,2.21462,4.89383,9.79864,18.0603,30.8629,49.064,72.6646,100
0,0.819927,2.21462,4.89383,9.79864,18.0603,30.8629,49.064,72.6646,100
0,0.732125,1.97707,4.38967,8.82799,16.4247,28.4425,46.1697,70.3555,100
